00011000100100000101001001111000000011001000010000001100010010000100001000000001000010010010000000100000000010010000000000000000|75||270060|5702|4414|111
01000001110000000100010100010100000000100100100000010100100010001000010001000000000001000100000010110001100000000000100000000000|41||410|5536|1501|33303
00101001000101000000000000110000100000010011000001000000100000010000000000001000001000000001010000001011001001000000000000000000|47|670|060||0415|232322211111
00010000000000000000000100011000000000100100000000000001011100011000000000010000001100001000000000101000000011000000001000000000|||720770|6055|4630|0003033333
00001010000100001010000010001000001011101000000000100011000010000000001001100000000100000001100100100000100000001000000000000000|||030|1354|5105|1411100010023222212143033303200100101
01000000100000001000010001111000001001100110100100101000110000001000010011001000011010001001000000000000010010000000000000000000|||520600|6762|1335|34322223
00000110100110001100000011011000001100001000110000100100010100000000011000101101011001000100010110000010000000000000100000000000|01|270|320||6410|10133300233221131330003010113312211111000
00000010010011000010110100100100000100000001100000110000001000000010101010010000001111100110100001000000000001000010000000000000|40||660120|7430|0135|2234112122221030000333112122221033330
10010000110001000010100000000000000001010111100010000010000000010000000001001000001111001010010000001001101000000010000000000000|||160||6511|0001100
00010001001100001010100000001100011001010010000000101000000100000001110000111001101000110110010010000000000100000000000010000000|77||461||0612|23303333221223220001030011221121101
01010110000000000000101000000100000000110001000000010101100001000001001010000000000001000100010000000000000000000000001000100000|||520370||3416|013233332200111101121222
01010000110010001000000011010001000000000100100010100000000000000000000000010001001011110001000001000010001000000000000010000000|0747||261||1412|322212212130323033002022211100110010
00000010000101000000000001011100110000000000010110000100001000000000000000000000000001100100000100001100010001010000001000000000|||460|3533|7134|02131100010030333412211112223303303
00000010011000011011000101000100101000010100110000110010001010000010100101100100100000001000100100001101100101000000001000000000|25||510300|5342|6623|03033030003311222121122112333003323211
00100000000000010001000000001100000001000000000001001000010000000000001010000000001010001001000000110000000100000000100000000000|0071||450||2514|0101323333232122211130303302030111211211
