00100000010000010000011001000000010101010000001001001000000000001010000000111000001001010110101000000010000000100000010001001100000000000000010001001110100000010000101000000000000100000010100000000000|09|231|391||1519|0203322320322222110111011004223222211
00010100101000000101000110001000110000011001011000110101010000010100011000010000000001010001010010000010001001000000000000011100010100001000101000000001010000000100110010000000000100001000100000000000|82||330|5304|2526|01012211220030303232323333200001112121010122112222223233
00000001000010100000100000000010010101010100000000000100000000100000000101010101010000010001010000010100000100001100000010010100000000010000010000101010010000001000110110000001000000001000000000100000|30||811||7202|12121011010042223323303032324001103000000
00000100010000000000000110000001000110000000000000000010000001010000101100000000000000000000010001010010000000110000000010010000000001000000000101110001010000000000001100001001000000000000000000000000|35|390|860|6785|9130|0320011034100000303
10011000000000000101001000010000010101000000001000000010010000010010000100100001010011000000000101000000000011101001000000000001011010001000011001000001000000000001000000000100100000100000000000000000|64||861911||7120|001100333101303022221222232
01000100000001100000000000000000010000010100000101001000000100010000100001000001110110000000010000000001010000000000010000010000001010011000010100100000000001011000100000000000010000000010000000100000|65||680050|1282|5600|223303023223231141010111201030000003333333
00011000000000000000000000000010000000010010100000001001000000111010001010100000000000000111110000010000010110010010000000000000101001000000100011010001000100000100100010010000000000000000000000000000|46||470140||2119|2321222221111113330000300011131012122221222
00000001000000000000000111000000000001000001000101000010000001000001000101000000000001011000000000000000001000001000000100100000100100010000010000000000010000000000000000000100000000000000000010000000|82||350|0856|4227|321221113030330030001113233221222211211112
10101001001001000000001110000001001000000010100000001000010010000000011001100100000100100100111101000100110110001000110000100001000000000101000000100000100000000011010000000010100000000010000010000000||901|441||5934|202000033230031232332333
00111010101000010000000010010000000100000010011000100100110000000000101010000000011110010000000000001000000000000100100100001010101010100101000111010111000001000100101000100111010000000000100010000000|02||200820||1921|220032322222311122003300333332233212
00000100001001000100000000000001010000000010001101000000000000000010000000000000100110000001000000001100000000000011000000001101011000011000100000001001000000001000010000000000000000100000001000001000|79||060|4968|7409|2111333133311110000300303232332200001111111011
10000001100100001000000100000001010100011000000001000110000100001001010100110000000101000000001001000000000100001000000000100010100000000001000110100010001000010010100001000010000110000000000000000000|65|851|131||9930|300001003003311222122332233330032303000000
01001000100101010100000010001000000000001011001000100010000000000000000101001101001111010100110000001000000000000000010000000110010000000001110011000001000100000000010001011010000100001000001000000000|36|890|090820|9348|5709|00003312122221132333330333000111101011110
00101001010010000000100001000100000000000000000000000000000000101000000000001000000010000100000010000010000000000000000000000001010000000100100111000001010000000110000000000000000100000000000010000000|||031791||9519|43333030000001111133322323222121011111211
01000000001000010000000010100000000001010000001010000001100010001110100000000100000000000000000010001010010000001100000001001000000000101000000000000000001001010010111001001100100000100000000000000000|87|690|940||8427|00000001034322303023222221211221111
