000001000000000010000100100000100000000100000001001000001000000000000000|||510||1012|01112112
100000000000000000000000110000000001000000000000000000000000000000000000|||130||4205|33010111001
100000000000000100010000001001110000000110100100001101110000000000000000|||110||4130|32111101000333330
000100000000000100100001001000110000000000001000000000000000000000000000|||250||3115|03002212221111
000001000100100000000100010001100100100000010000101001000000000010000000|||000||2204|1211330001
000000100000001000010000000000000000000101000001100000000100100000000000|||510||1501|343303
000000000000000100000100000011010000101001001001010000000000000000000000|52|100|250||4030|02100300
000000100000010100011100000110000000000000101100000010000000000000101000|13||421||3534|40223303233
101001000001100011100000100101001001000001101000000100110000000000000000|||350||2213|122033302221111010
000000010100000010010000000000001000001000000000000000000000100000000000|||130140||4403|3003001
000000000100100101010000100010010001100001000000000001010000000000000000|||540||0023|2041211122223
001000001000010001110000010100111000010000110000001110000000100000100000|30|540|050|1224|2313|330132122003010201132332122210101
000100010000001101010000000100001100101001000001000101010100000010000000|||310||1122|321121120100033333112112322333211
010010000101011010000000101000001100000101100000010000001100000000100000|44||550||0114|122101132323332010003411221011222
010000010000011100111001000000010000011100100000001000101001000010000000|00||320||2234|110033311122222303121133032303
