00000001001010000000100110011000000000110000010100010001000001010000001001000000101000000010010100000000100100010000100010000000||130|760|2604|3626|3333221110001330033131112123222212
00101001000011000000001000001000101100010000000010011000001000001000111100000001000000000110000000101000100001000010000000000000|54|721|511||2535|1140022223221233333003230
00000000000010000001001000100100011010100010000010000000000100000000001100010001000100010000010100100000100010000010000000000000|73|210|610530|5231|0437|3333141111121220030333232222110111000303332322232322
00000000000000011000000000100000000001001010100010000000000001000011000100001000000000100000100000010100000001000001010001000100100100011000000000100100010101001000000001001100000100000000000000000000|62||680|1181|8833|2333110110003003333034122112211233323303300003
00010000000000000001101001001001000111000100101100000001000001000110000100010000010100100000100000000001000001011000000100110000000011001000011010101000110001000001001111000100000000000010000010000000|46||761591||4516|34000011332222232223200000300300221221211001111222210
00000101100100100000000010010010011001000001000001101001000100000000001000000001010000000000100000011000000000000000000001000101001001001100001000000001100001000000001001100010010100100000100010000000|3662||000|8704|4026|122221211430330000030001111344133322122212122121
00000001000001000000000000100000010000000000111010000100100000001000111100000000000000100100011100000000000101000000000000000000000100100101000000001100000000000010000000101000000000001000001000100000|58|030|980||6516|33300101000113334121211212122
10000010000001000100101011011000000000000010000010110100000000100000000101001000000000100001001000000000010100101000000001100000010010000000000100001000001100011100001000000000100000000000100000100000|56||380890||8719|300333222003232311110111121
01001100100000000100001101000110010000000000000000100010000100001000101010101000010001000100000000010000100000100010000000000100000010000000000000010000000000001010100100001100000000000000001000000000|66||960110||4429|1100100332232322122231233001000133111111222221
00000001001000001000100110100101010000000000100000010000000111010001100111100000011001010000001000000000011011000000010010011001000100011100000110011000000010010011001010001001010100100010000000000000|02||490|4866|5616|2232211333000100300111033033121112121222
00000100100001000100000010000000100000000000001001000000000000000100000000100000000000000001111100001000100100001001000001000001000101000000000100000001000000000000000100000001000000000000000000000000|58|990|000||7525|3000020233412122221
00010000000100100000000000000110001000000001000000001110000000100001101000010100000010101010000000000000001001001010000100000100000000000000010010011100100101000101000010100000000000001010100000000000|59||011921||8923|0030033230003333121122112000102322330033222322112
01010100111010000000001000100100100100000101010100010000100000000111000000001000010100000001010010000001001000000010000000101000011110001000000100100100010110010110000000000100010000100000000000000000|86||420790||5614|2232211333030002100101033333111221111210
00010000000000000100000000011000010001000000001100000000000100100100000000010000101001000100000010000000001000000010000000001000010000101000000000000000000010011000000010100010000000000000000000100000|81||061||8214|000100101303323242222122111101010010
01000100100010001100000110000011000001000101000110000011100100100010001100000100000110000000010001000101000110000100110100000001001001010000010010000000000011011000001100001000000000000000101000100000|87||670540||2124|1030112110122223222232
