001101000100001001100100100100000000000111110100000000000100000000100000|02||450||2513|33001143322121
000000010100000100101000110110110001000100100100011000100000001000000000||320|400|4315|4420|140301003333311111223212233003332123
010101000001001100001000000010110100100000011000100111010000000000001000|10|100|350540|5122|4122|01113330322211
000000100001000110110000000011000001100011010100101000100100000000000000|||030||1000|0
100000001000010000000100000111000001000000000000000010100100000000000000|||150||1230|233211101102322123433033001030
000001010101000110000101100100010000000110000000000011000000100000001000|||330|3444|5113|40100033113322212110011
100000000100001101100000000111001001000010000001001001010100000000001000|13||400510||3220|21001010333323101111232223303223
001010000001100100001000100000110100101010000000000011010000100000001000|34|530|450||0413|20414323330322022212111010
000111001000010000000100001110000001100000100100000010000000101000100000|23||010|3023|5531|033032331011211030102321233030223300103
000100010000001101010000000100001100101001000001000101010100000010000000|||310||1122|321121120100033333112112322333211
010000001000011001001100001001000000100110010001100001000000000000001000|41|201|431||1333|22400033121211002422322333300
100000110001011000000000001001101000000000010000000101000000000000000000|21||211||0323|321104222223
011000010000100000010000000010001100010010010100000101100000000000000000|53||550530||3524|33010332223320100003134121112023211223
000000000100110110000001101000110000000010101001000110000000100000000000|45|100|020030|3544|3001|0211010121203030212222311333000030
00000000100100010000100010000000000100000001000001010000010100000000011001000000000111000001110000110110000100000000000000000000|||070720|2137|5107|03111222111333331100000110101
