00111001000000000000100100100001100010000110000100000000110000000000101000010100011011110101000100000100100000001000000000100000|06||300420|5530|7734|033230333030
00010010011001001000000000001100101000000010000000001110001000000100000000001001100001000110010000000010000000010000000000000000|52||320010|3503|7732|3030010021002232212332133303300030
00100000000001001001010010010100001110010011000100001000001110000100001000100000101010000110000000011010000001000010100000001000|60||370100|2051|0724|2200333222223200010001341211232222323
00010000000001000000000011010001000000000010000010010010100000011100000000000000001000100000110010000001000011001000000000000000|13||600740|7125|5624|00003043332222030030111112122223223
10001100000111000000000100100000010000100011100110100001011010001000000000000100001100110100110010101001001010000000000000000000|52||160010|5323|0634|3322233201100331311221222233311133333000
00100010000001000100110000100000001100000001100000001000000100000100100010000001001100000010000000011100000000000000000010000000|77||710000|7045|6632|0004332222333311410111000330332330
00000100000000000100100001100000001000110001000000001100100100000000000101001000000001001001100100100000000000000000001000000000|06||170610|7131|0315|223132332010003111211212122
00010000001001000010000010100001000000000100000010001100000111000001111001000001001000000100000001100000100000000000100000000000|60||210060|4651|4410|1121333323230030022000001113341111221010
10000000000010001000011000000100100000000000110000100110100101000001001000010001000000000000100010001001000000000010001000000000|25||000100|6442|4127|112322143032300010000111112122232221
10001010000100000000010000000001110000010000100010001000000100000100010000000000000000110001110110011001000110000000000010000000|62||340770|6452|6626|3331020110030011333111323333223232211110112
10000010100000000100011001100000000000001101100001000010000001000010001010000000100110000000000000111100000000000000000000000000|13||260270|2015|3114|0023102321121211011
00010001100000000010001100000000100000011000010000000001000100000000010011011000001000100001000000000000100001000000000010001000|33||160470|1515|3537|323222333
00100010101000001001110000010001001010101100010100001010100000000000110001010000000000001000000010101000000110000010000000001000|45||500660|0646|3725|33010023331303230322220000222221122111
00000000000000010011100110010100110010010000000001000010000111011000100000010000000000100010100100100110010000000000001000001000|64||040070|0022|3331|202130330100323
10000101010000010011000001011100001000001000000001001000001000000000011000101000000001000000000000000000000000011010000000000000|43||270600|5757|1514|0202033332321220300101111233221101212
01010010000001010000000000100000000100000110010010010011100111001000000010000000010000100000100000000100000000010000100010100000|64||720510|6523|0421|2023332322001133222122
01000100000000010000110000010000000010110010010000100101010100001101000010011000000011010000000000001100100000000000000000000000|05||560330|1120|1434|303311211121222333033313032
10100000000000000100001000100000000010001001100000010101000001000010000101110000100000101000000000010000010100010010100000000000|65||710540|6706|6121|0101100303331101111432322333322221
00001000000010001010000110100000010010000110110000010010011001001000000000011001100010000000010010000000000000000000000000000000|61||570670|3004|2425|0241332222211
00001000010010000100010010100000010000100100000001000000000001000000001110010000000100001000000000001001000000000000000010000000|62||550120|2462|2102|1222332021211101010102322330330300010
00000010100000001000010000000101000010000000000000000001010000000000000000000100000011000000010010100001101100000000000000100000|01||660560|4621|1027|21014111113333341211112222321
00110100000000000100101000011001000110000100000000101000100000000000011000100001110100001011000100000000110000000000000000101000|53||540530|3330|6512|10022323303030030103021232212121333411110010011
00001010000100000001000001000000000000000001000000010011000010000000000000101100011010110001000000100000000000000000000000000000|17||330020|5542|6034|21141330030
00000000010010000000000011000100000100010000000000010011101100010000101000100000001000100100000001001000010010000000000000000000|22||150140|3656|7431|301303003300
01001000000000000000100010001001110101101000110001100010010100000101000110100100010010000001100000011011011010000000000000101000|42||060150|6236|3205|12122123330211103011332123330211103003000011
00011000100100000101001001111000000011001000010000001100010010000100001000000001000010010010000000100000000010010000000000000000|75||270060|5702|4414|111
00001010000000000011010000001000001000101100110000000101000100001010011000000000000000011010000100010110110100010010000000100000|05||030250|1627|4027|211212113303033000010121112212322121
00000000000111001001011100010001001010100011000000010010001001000101000000011000000010000100010000011000110110001000100000000000|54||350310|0001|1605|221200303311221222233334111030103030001
00010001100100010010100100000000000100010000010000000101010010000011100110100100100010000001010000001000000000010000000000000000|74||340270|5216|7001|114311001111002223333230330000001
00010000001000010000000001100000000110000010100010001000000100001000110110000000000100000000010011100100000000000000000000100000|33||510200|7045|0536|22213002322233332
00010001001000000000100011010001001000110100000000010101000010000000100000000000010000110001000000000100000000000000000010000000|44||740600|4510|2513|112
01001000000000001000001100100000000101101100000000000101001000000111100000100100010011000000100000100000010000001000000000000000|26||160330|2606|5134|202210111110002240000033143332323322
00000100000010000001101101000100010011000100000110000000000001000001000010100000000011000100000100011011010000010000000000000000||171|641||0514|33332320212111132332321211101001
00000000000011001100100100001000000100001000000001000000000000000010010000010000000000000010000000010000000010001000000000000000||341|731||4530|1001002223330333003
10000010000000000010010000010001000010100100110010111110100010000010000110001000100000000010000000010011000110000000000010001000||371|751||7412|0140013230300221221101000
00000100010111001000110000011000100001000001000100001000000110000000100000101100000001101000110000110110101100010000000000000000||411|121||2600|03332222331100000333
00000100000101001000000001001100100000000010000001110000001010000000100110001000100000000000000000000110001100000010000000000000||321|111||7131|0110110100104222233332332400010003032
00110001000100000011000000011100010000000000100000000001001100000000110101011000101000000000000000001000000000010000000000000000||321|011||4601|22233333311101110033003333001
01000000000001000101011000000000000100000001000000011001101000011001001000000100100000000101010100000001001100000010000000000000||711|261||2217|42212212111
00001001000101001100001001001000000110000100010001110100000011000000000010001100000101100000100100001100000100000010001000100000||101|671||1204|0214222221133033322000111121122003000030
00011110000100000010100010010000100010101110000000111000000000000010000011110000000100100101100000001001011000010000001000100000||121|231||6723|30314200000033231011222332323221
00100000000000000000000110111100110010001010000010100000001010001000100000001101000100001100000100100100000000000000000000000000||501|271||2134|2212240330
00100010000000010001000000110000000001010000010011101001100100000000010010001001100100000110000000011101100100010000001000000000||311|711||1735|222400333033331111011212232223403332330
00001000001101000110000101000000011000001010010010000000010001001000111000100000100000010100100000100111000000010010000000000000||441|631||3632|33322101223233110100000333031211111020422223233133003303
