001100000101000001100000100110111000011010000001001010000000100000001000||151|531||2015|02212200302122110112
100001010000000001000000001110000100000011001000100100001000100000000000||401|321||4530|0400333330
000000000000011100001001000101010000101000110100010001000001000000000000||511|421||1522|032221240423233
100001101000001101000000000110000000000110101001110000110000000000001000||421|551||3504|0030
010000001100000101010100001101010001100000110000001001101001001000000000||231|451||0225|23322210121211
010000010000000001100100001110010000000100100000000010101001000000000000||341|541||0114|223222111130032203300011121212
000101001000000000000000000110000100101000000000000110000100000000100000||051|541||1125|21222100001130333322220011212112
001000011000000011000000000101000000000011010100100001000100000000000000||001|501||1331|221303303
100000000100101110000000100010000000001010001000000000000100001000001000||121|311||1322|211222000003332232300042222112
010011010000001101011000000100001100101010000000000011001100000000100000||051|351||4411|3200010012
011000101000000011001100101000000000000011000000100010000000000000000000||411|421||5401|0003003230
000000011100010000010000000110000100000010111000001010000000101000001000||501|031||4331|2310104212000033333
010010011000001010000100111001000100011010010000000100101000000010100000||201|111||5501|0000422200333003
000000000000100001001001000010110001101110000000001000000000100000000000||501|411||2333|0122233003003121112222333030
000010010100100110000000100100101100000001010000000000100101000000000000||551|531||0135|203121210110220223333223
000000100001000010000000000110010000000100000000100000100001000010000000||051|541||2405|030322221213032330400001112101
101001011000010011010100000011001000000011100000001101111001000000000000||031|131||1005|122232111114333330002221111001000
000000010000001011010000000110100100000101110000000100001000000000000000||551|041||2005|002222211111303333000011111
000011000100100100110000000101001001011000010000100100000000000000000000||351|551||5234|030301101013233032204221212330
001001010000110100000000001001000100000100101000011111001000000000000000||011|411||5033|1111104000333303121211124200332333
000101010001001010000100000101001000000010110000010001001000000000000000||341|201||0334|1231122323333
000010011000111100001000010010010100100110010001010001000100001000001000||101|411||3120|0311012112321203010303133222323
010000000001000001010100101000010000100000111100000110100000001000000000||301|511||2133|2122400300312210111020233322330
000010000000000000010001100000000000101101001000000011110001000000000000||021|201||5432|0040022223330300
101000010100000000100000000101000000101001110000001000010000100010001000||421|551||0023|2110113323322212101123
000100110000100000001100100011010100011000010100010010101001001000000000||011|031||5010|1010111000
001001011000000000000100000101111000000100101000001110010100100000000000||511|441||4121|3022000011111222000332333211223
001000000000010000001100000000000001110001000100001000001000000010000000||041|551||1205|23223100010111
001001000101000100001100000111000100000010100001001100110000100000100000||251|551||5225|010000113323233222000011121123221
100000000101010110001000000000000000010001010100001000101000000000000000||521|541||3021|122
000000001100100000000100000100000001001000001000000110001000100000100000||501|001||4535|2340003003331211110442232332332
100000001100000010000000000110010000000000100001111000000000001000101000||331|211||2321|120030312110422232303322
010011000000000000110000000000010001101011010000010010000100001000001000||251|311||1332|01223301012222323031210112400300423333
000000001100011100010100100010000001010000000000000000100001000000000000||141|001||5230|0010110042232223113303000033
000101010001100000000000100010010001100110100000101000011100000000000000||431|551||5220|33
100000100000000100100000000000000000000000000000000000111000000000100000||201|521||4401|20213400030033
000000000100001000100001001101100000001000110000011000110100000010000000||411|001||2334|240001123222120003010333322322
000001000100101010100001100100111000000000000001010010100100000000001000||231|251||3025|240000111112322212
010100001100010010000100001010110000100001000100010000001001000000000000||441|001||1535|042223333223
000100011000110000100000010001000000100010000000101100111100000000000000||421|101||4502|0033030
010010010100000001000000000001001000000001000100001010000000000000000000||121|041||2310|3322211001130333222000011110
100110001100010000000100001101010000100000101001011000100000000000000000||041|211||3404|0100202232223130033220300101101
001001010000010000111100000000000000000100110000100000100000001000000000||111|121||3501|240000333111222223303323000100
100110010100010000000000000001001100000111010000100100000001000000100000||521|511||2304|0113233303021223221103111010003
101000010000100011000001001001100000000011011000000010101000101000000000||021|311||2230|102212233031211020000033232300
000010000000001001011000001001101100100010000100010001000000000000001000||011|111||3330|02110003233033
000000110000000001000100110110010000011000010000001110000100000000001000||501|201||3431|010042222332331101124000033333
000110000000001001001101001001100001000001000000011000001000000000100000||131|551||0214|3322220000112130332222121011210
001010001000000100110000101000110001110011000101000100001000000010000000||421|331||2015|011101323303222001110122232211
011001100001001000010101000101111000100000110100101001000000000000000000||131|211||3431|12233334310012120110422333330000
101010000100100000101000100000000000000000000000001001010000100010001000||041|211||3500|22033003031101122003323322230000
000001001000001100100000101000111000101010100100000101000100000000000000||541|521||2424|0033323222020000111122212002223
000010010100000101000000001110000000000000000100000101001000100000000000||251|041||5012|01112400011
010110001100001000010000100011001100010010000100001111100000000000001000||230|540|3521|1011|1210111
